trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1406,False,"{'a': 0.5, 'e': 0.11552252477698562}",30,20,-25.063699744759816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1407,False,"{'a': 0.5, 'e': 0.11534532718798592}",20,8,20.701443108377916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.5, 'e': 0.1151684013986686}",20,0,6.869265836284216,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1409,False,"{'a': 0.5, 'e': 0.11499174699212589}",25,8,-55.62001039898551,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1410,False,"{'a': 0.5, 'e': 0.11481536355208938}",20,5,0.685007426938381,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1411,False,"{'a': 0.5, 'e': 0.1146392506629292}",20,0,27.997830283189725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1412,False,"{'a': 0.5, 'e': 0.11446340790965294}",25,8,-8.688806022647025,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1413,False,"{'a': 0.5, 'e': 0.11428783487790493}",25,0,-74.79514035071975,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1414,False,"{'a': 0.5, 'e': 0.11411253115396491}",25,18,12.147954601509829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.5, 'e': 0.11393749632474717}",20,0,32.87309337049765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1416,False,"{'a': 0.5, 'e': 0.11376272997779983}",20,6,20.729276138960863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.5, 'e': 0.1135882317013035}",20,2,5.220867967961848,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1418,False,"{'a': 0.5, 'e': 0.11341400108407043}",25,3,-39.92945867408359,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
1419,False,"{'a': 0.5, 'e': 0.11324003771554379}",20,12,16.795713131188165,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.5, 'e': 0.11306634118579632}",25,8,-29.811239225386156,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1421,False,"{'a': 0.5, 'e': 0.11289291108552958}",20,2,-50.37901247787653,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1422,False,"{'a': 0.5, 'e': 0.11271974700607289}",25,15,-3.7222111398953164,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1423,False,"{'a': 0.5, 'e': 0.1125468485393826}",35,13,3.7623787478167694,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.5, 'e': 0.11237421527804078}",20,5,12.33388110088351,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.5, 'e': 0.11220184681525443}",25,20,9.861098858192534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.5, 'e': 0.11202974274485467}",25,13,16.81696902849278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.5, 'e': 0.11185790266129549}",20,10,4.908811655620854,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.5, 'e': 0.11168632615965299}",25,8,25.83368093861478,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.5, 'e': 0.11151501283562432}",20,0,-36.8393002237892,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1430,False,"{'a': 0.5, 'e': 0.11134396228552693}",20,10,-42.002906029990626,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
1431,False,"{'a': 0.5, 'e': 0.11117317410629732}",20,0,-29.013359058164163,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1432,False,"{'a': 0.5, 'e': 0.11100264789549025}",25,2,7.792782745555084,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
1433,False,"{'a': 0.5, 'e': 0.11083238325127792}",30,0,-34.74272754938736,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1434,False,"{'a': 0.5, 'e': 0.11066237977244875}",25,2,-35.79196729014864,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
1435,False,"{'a': 0.5, 'e': 0.1104926370584066}",25,15,14.270896865646193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.5, 'e': 0.11032315470916977}",20,3,-9.478906198206715,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1437,False,"{'a': 0.5, 'e': 0.1101539323253702}",20,3,13.756768331235822,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.5, 'e': 0.1099849695082523}",35,23,-4.588448502270861,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1439,False,"{'a': 0.5, 'e': 0.10981626585967212}",20,0,6.584182230563318,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1440,False,"{'a': 0.5, 'e': 0.10964782098209652}",30,19,12.447350441358473,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.5, 'e': 0.10947963447860201}",35,13,-124.60740149913774,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 3}",1
1442,False,"{'a': 0.5, 'e': 0.10931170595287401}",20,11,16.1240097579478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.5, 'e': 0.10914403500920573}",25,2,-16.64797726379666,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1444,False,"{'a': 0.5, 'e': 0.10897662125249755}",25,15,-57.42052382843452,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
1445,False,"{'a': 0.5, 'e': 0.10880946428825569}",25,0,-6.977942346077162,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1446,False,"{'a': 0.5, 'e': 0.10864256372259151}",20,6,5.9125063871996675,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1447,False,"{'a': 0.5, 'e': 0.10847591916222069}",20,3,-27.091028217659588,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1448,False,"{'a': 0.5, 'e': 0.10830953021446198}",20,0,-7.599390471419788,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1449,False,"{'a': 0.5, 'e': 0.10814339648723655}",20,13,12.393055885969785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.5, 'e': 0.1079775175890669}",25,18,14.428841095784518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.5, 'e': 0.10781189312907616}",35,3,-134.10692581916567,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 3}",1
1452,False,"{'a': 0.5, 'e': 0.10764652271698687}",30,16,8.592232741886281,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.5, 'e': 0.10748140596312021}",20,14,-4.7904595387796896,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.5, 'e': 0.10731654247839523}",25,13,8.780837846759377,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1455,False,"{'a': 0.5, 'e': 0.10715193187432762}",25,20,9.809678005454447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.5, 'e': 0.10698757376302902}",30,0,-65.91561977245391,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",1
1457,False,"{'a': 0.5, 'e': 0.106823467757206}",25,16,-6.077290204440863,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1458,False,"{'a': 0.5, 'e': 0.10665961347015934}",20,8,-21.91663543743285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1459,False,"{'a': 0.5, 'e': 0.1064960105157828}",20,12,5.908380975992888,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1460,False,"{'a': 0.5, 'e': 0.1063326585085624}",25,13,-23.376406836455722,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1461,False,"{'a': 0.5, 'e': 0.10616955706357564}",20,2,-34.8889453333893,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1462,False,"{'a': 0.5, 'e': 0.10600670579649028}",25,3,29.82134985126771,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.5, 'e': 0.10584410432356368}",20,12,16.706763839900933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.5, 'e': 0.10568175226164173}",25,11,12.650427652947387,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1465,False,"{'a': 0.5, 'e': 0.1055196492281582}",30,9,-12.912632702676337,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
1466,False,"{'a': 0.5, 'e': 0.1053577948411335}",25,17,-4.849057377402671,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1467,False,"{'a': 0.5, 'e': 0.10519618871917401}",20,0,0.08346517191201253,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1468,False,"{'a': 0.5, 'e': 0.10503483048147118}",20,8,12.131438394990926,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 0.1048737197478005}",20,0,12.61250541927326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1470,False,"{'a': 0.5, 'e': 0.10471285613852072}",20,13,-72.90271242219215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
1471,False,"{'a': 0.5, 'e': 0.10455223927457281}",30,6,-53.36212827573561,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
1472,False,"{'a': 0.5, 'e': 0.10439186877747939}",25,7,19.195329243398046,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.5, 'e': 0.1042317442693434}",20,3,-83.18066437448185,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 2}",1
1474,False,"{'a': 0.5, 'e': 0.10407186537284749}",20,0,-16.708195651822795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1475,False,"{'a': 0.5, 'e': 0.10391223171125318}",20,0,6.040248466129331,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1476,False,"{'a': 0.5, 'e': 0.10375284290839973}",20,11,14.979218971187704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.5, 'e': 0.10359369858870338}",20,14,-0.9711795608087845,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1478,False,"{'a': 0.5, 'e': 0.1034347983771566}",20,4,-48.80031970285455,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
1479,False,"{'a': 0.5, 'e': 0.10327614189932699}",30,0,40.40744867748283,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1480,False,"{'a': 0.5, 'e': 0.10311772878135644}",20,2,-7.440934430876128,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1481,False,"{'a': 0.5, 'e': 0.10295955864996033}",25,5,-30.551052192390404,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
1482,False,"{'a': 0.5, 'e': 0.10280163113242671}",20,6,1.9185910912035085,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1483,False,"{'a': 0.5, 'e': 0.1026439458566152}",20,8,6.058921607353721,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 0.10248650245095621}",25,8,17.309758719200616,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.5, 'e': 0.10232930054445027}",20,0,27.41434323699404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1486,False,"{'a': 0.5, 'e': 0.10217233976666684}",20,0,-22.729406397326166,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1487,False,"{'a': 0.5, 'e': 0.10201561974774358}",25,13,17.121972949493188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.5, 'e': 0.10185914011838548}",25,0,6.618084529510412,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1489,False,"{'a': 0.5, 'e': 0.10170290050986408}",25,12,12.001223070108587,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1490,False,"{'a': 0.5, 'e': 0.10154690055401638}",30,9,15.912067381911177,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1491,False,"{'a': 0.5, 'e': 0.10139113988324412}",20,0,-15.442648908437029,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1492,False,"{'a': 0.5, 'e': 0.10123561813051299}",30,8,-5.693722355939695,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1493,False,"{'a': 0.5, 'e': 0.10108033492935156}",25,14,18.00661559959829,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.5, 'e': 0.10092528991385055}",25,15,-31.367430553214987,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1495,False,"{'a': 0.5, 'e': 0.10077048271866192}",20,3,-22.387968301384884,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1496,False,"{'a': 0.5, 'e': 0.10061591297899813}",20,0,-12.538605418999975,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1497,False,"{'a': 0.5, 'e': 0.10046158033063106}",25,7,-9.3427580137811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1498,False,"{'a': 0.5, 'e': 0.10030748440989129}",25,0,-6.230259841887495,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1499,False,"{'a': 0.5, 'e': 0.10015362485366734}",25,8,-38.6846135102943,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
1500,False,"{'a': 0.5, 'e': 0.10000000129940458}",20,0,-11.36641151115228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1501,False,"{'a': 0.5, 'e': 0.09984661338510449}",25,17,15.558567441230378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,24.273732978172696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,0,33.24747795810985,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,4,-0.4356161575356208,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,7,-95.96888133652583,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 3}",1
5,True,"{'a': 0, 'e': 0}",20,16,3.6097516878050815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,1,31.50980970855624,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,-4.047370883967302,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,12.01342233869083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,14.214591978415967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,15,19.32507623001137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
