trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9984661208769304}",25,0,-146.59131099281586,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9969345945390249}",25,0,-71.36981708975742,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9954054173773956}",20,0,-130.27144295302668,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.99387858578869}",25,0,-171.3806742768909,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9923540961750829}",25,0,-165.7167162975815,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.9908319449442672}",20,0,-140.16138903386627,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9893121285094467}",25,0,-167.5775057913083,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9877946432893265}",25,0,-134.77362638287445,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9862794857081051}",20,8,-25.7336890435342,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.9847666521954656}",20,0,-60.39703753569975,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9832561391865677}",25,5,-135.1394062026059,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",1
12,False,"{'a': 0.5, 'e': 0.9817479431220394}",30,0,-228.85953976462878,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 5}",1
13,False,"{'a': 0.5, 'e': 0.980242060447968}",25,0,-144.44839717258535,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9787384876158921}",25,0,-214.6289761235277,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.9772372210827933}",20,0,-108.19428386827548,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9757382573110879}",20,0,-80.51394518364386,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.974241592768618}",20,0,-93.98415491255702,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9727472239286442}",20,0,-141.55532984286353,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9712551472698361}",30,0,-200.62280115483568,"{0: 14, 1: 6, 2: 6, 3: 2, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.969765359276265}",20,0,-41.50512335574325,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.968277856437395}",25,0,-111.93498673643344,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.966792635248075}",20,0,-133.12027881321296,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9653096922085306}",30,0,-164.81164711492886,"{0: 14, 1: 4, 2: 10, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9638290238243552}",25,0,-73.81014548068781,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9623506266065024}",20,0,-40.9431070008444,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9608744970712777}",20,0,-153.77660894287743,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9594006317403301}",20,0,-145.08546537628806,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9579290271406438}",30,0,-125.31108898951722,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9564596798045303}",20,0,-58.35595133834282,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9549925862696202}",25,0,-79.56239751578353,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.953527743078855}",20,0,-106.4714352483969,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.9520651467804787}",20,0,-126.69038983301103,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9506047939280299}",25,1,-200.77066765224788,"{0: 10, 1: 2, 2: 7, 3: 3, 4: 2}",1
34,False,"{'a': 0.5, 'e': 0.9491466810803338}",20,0,-36.47312064748669,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9476908048014938}",25,0,-157.5000032882284,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.9462371616608838}",25,0,-144.66577975035761,"{0: 10, 1: 5, 2: 7, 3: 3, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.9447857482331395}",20,0,-109.83792174614686,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.943336561098151}",20,0,-129.4571660178753,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9418895968410542}",20,0,-66.2122907755227,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9404448520522233}",20,0,-84.84938296795768,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9390023233272621}",20,0,-85.27076830243398,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9375620072669965}",20,0,-72.57937240569196,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9361239004774664}",20,0,-171.3344252225607,"{0: 7, 1: 5, 2: 5, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9346879995699175}",35,0,-42.97234693714458,"{0: 26, 1: 4, 2: 5, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9332543011607936}",20,0,-157.78246170379217,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.9318228018717281}",20,0,-223.87825089542528,"{0: 6, 1: 6, 2: 2, 3: 3, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.9303934983295368}",20,0,-109.91824483065153,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
48,False,"{'a': 0.5, 'e': 0.9289663871662094}",20,0,-42.15686308727258,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.9275414650189017}",20,0,-125.60486780211917,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9261187285299278}",20,0,-72.45418548378312,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.9246981743467519}",20,0,-97.4344538148017,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9232797991219809}",20,0,-103.08710026069865,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9218635995133557}",25,0,-169.28282512126614,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9204495721837443}",25,0,-118.12790519308037,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.9190377138011334}",20,0,-40.02977415847471,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.9176280210386202}",20,0,-83.64984813800193,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.9162204905744054}",25,0,-49.260404809182816,"{0: 15, 1: 7, 2: 3, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.9148151190917847}",25,0,-100.41015749307125,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.9134119032791413}",20,0,-110.27664824470149,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9120108398299381}",30,0,-107.16291473977569,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9106119254427099}",25,0,-145.74194637267084,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.909215156821055}",20,0,-109.52726381482147,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9078205306736287}",30,0,-191.37655594391452,"{0: 15, 1: 5, 2: 6, 3: 2, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.9064280437141344}",20,4,-108.12283429311812,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.9050376926613165}",25,9,-28.10138715397266,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.9036494742389523}",20,0,-46.37423420955229,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.9022633851758443}",25,0,-75.1819250307539,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9008794222058129}",25,0,-87.86353481812462,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.8994975820676884}",30,0,-149.44100674242898,"{0: 14, 1: 0, 2: 16, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.8981178615053031}",20,13,2.1646029437570595,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.8967402572674842}",20,0,-67.01142572599956,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.8953647661080455}",20,0,5.3092522537591424,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.8939913847857803}",25,0,-59.666688616234154,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.8926201100644533}",25,0,-134.97919966137928,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.8912509387127933}",25,0,-76.91390996844629,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.8898838675044856}",20,0,-187.27855951420264,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
77,False,"{'a': 0.5, 'e': 0.8885188932181639}",30,0,-244.96422429242048,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
78,False,"{'a': 0.5, 'e': 0.8871560126374037}",20,0,-59.74731861299733,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.8857952225507135}",25,0,-147.93477131941793,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.8844365197515281}",30,0,-97.5118496716571,"{0: 19, 1: 5, 2: 3, 3: 3, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.8830799010382009}",25,0,-184.9812873547913,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
82,False,"{'a': 0.5, 'e': 0.881725363213996}",20,0,-144.76249133686156,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.880372903087081}",25,0,-25.637214154770312,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.8790225174705196}",20,0,-192.90343471863446,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
85,False,"{'a': 0.5, 'e': 0.8776742031822635}",25,0,-251.04795856281737,"{0: 12, 1: 1, 2: 6, 3: 2, 4: 4}",0
86,False,"{'a': 0.5, 'e': 0.8763279570451454}",30,0,-127.1248425421908,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.8749837758868716}",25,0,-66.49733720382784,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.8736416565400141}",20,0,-101.84110863105813,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.8723015958420034}",20,0,-92.24303572264203,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.8709635906351211}",25,0,-61.81476356819023,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.8696276377664921}",20,0,-117.48632571692353,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.8682937340880778}",25,0,-189.1782264589711,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.8669618764566679}",25,0,-122.00234040260713,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
94,False,"{'a': 0.5, 'e': 0.8656320617338737}",20,0,-141.81407637003198,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.8643042867861204}",25,0,-64.83608873492847,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.8629785484846396}",20,0,-89.72868927480624,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.8616548437054621}",30,0,-161.73555590326998,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.8603331693294104}",20,0,-129.4817945042066,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.8590135222420917}",20,0,-128.30432622718703,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.8576958993338901}",20,0,-95.21485136585338,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.8563802974999594}",20,0,-99.788507746602,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.5, 'e': 0.855066713640216}",35,18,-127.54451176403985,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 2}",1
103,False,"{'a': 0.5, 'e': 0.8537551446593316}",25,5,-97.50053140763322,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",1
104,False,"{'a': 0.5, 'e': 0.8524455874667254}",35,20,-62.53643705223108,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.8511380389765573}",20,0,-81.0202101351339,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.8498324961077207}",20,0,-44.75115068649072,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.848528955783835}",20,0,-130.83210400458537,"{0: 7, 1: 7, 2: 3, 3: 2, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.847227414933238}",30,0,-110.48522693931051,"{0: 19, 1: 2, 2: 6, 3: 3, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.8459278704889798}",25,0,-246.060540637834,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
110,False,"{'a': 0.5, 'e': 0.8446303193888139}",25,0,-120.95815733681651,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.8433347585751918}",30,15,-6.287373275144224,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.8420411849952544}",20,0,-121.5109379425693,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.8407495956008253}",20,0,-101.54615504594544,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.839459987348404}",25,0,-192.63945138410452,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.8381723571991581}",25,0,-111.8017279636221,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.8368867021189161}",20,0,-99.60917051523495,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.8356030190781614}",20,8,-48.265244160104494,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.8343213050520234}",25,0,-128.94664414706529,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.8330415570202719}",25,0,-266.7734566874002,"{0: 11, 1: 1, 2: 6, 3: 3, 4: 4}",0
120,False,"{'a': 0.5, 'e': 0.8317637719673091}",30,0,-147.14440078711195,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
121,False,"{'a': 0.5, 'e': 0.8304879468821628}",20,0,1.5693649227837572,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.8292140787584793}",20,0,-71.08599358853574,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.8279421645945163}",20,0,-110.86190890387573,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.8266722013931357}",20,0,-124.67803395911973,"{0: 13, 1: 3, 2: 0, 3: 2, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.8254041861617968}",20,0,-18.22228505594909,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.8241381159125488}",20,0,-57.97302897178053,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.8228739876620247}",25,0,-29.60637287205308,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.8216117984314328}",20,0,-190.25595908307596,"{0: 8, 1: 6, 2: 1, 3: 2, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.8203515452465512}",30,8,-80.99134686984185,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.8190932251377196}",25,0,-183.9145061463769,"{0: 9, 1: 5, 2: 9, 3: 0, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.8178368351398331}",25,0,-90.22488898027497,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.8165823722923348}",20,0,-55.532913782126215,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.8153298336392089}",25,0,-131.69158182634555,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.8140792162289738}",25,3,-103.4767499173409,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
135,False,"{'a': 0.5, 'e': 0.8128305171146754}",20,0,-82.79928851424377,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.8115837333538792}",25,0,-154.7276328601204,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 3}",0
137,False,"{'a': 0.5, 'e': 0.8103388620086649}",20,2,-46.683472540962015,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.8090959001456177}",20,0,-139.74236208639675,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
139,False,"{'a': 0.5, 'e': 0.8078548448358231}",30,16,-34.118522195499644,"{0: 8, 1: 4, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.8066156931548588}",35,6,-123.75737347331281,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.8053784421827883}",20,0,-155.96896498850677,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.8041430890041538}",25,0,-196.0966827926896,"{0: 9, 1: 6, 2: 6, 3: 2, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.8029096307079696}",30,0,-136.3043720947411,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.801678064387715}",30,0,-143.14687051350072,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.8004483871413279}",20,0,-15.115133390843834,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.7992205960711971}",20,0,-124.68688115764373,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.7979946882841562}",30,0,-44.96567297823837,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.7967706608914766}",20,0,-116.98883245658375,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.7955485110088608}",20,0,-141.45407175934812,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
150,False,"{'a': 0.5, 'e': 0.7943282357564352}",20,0,-81.9395442111908,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.7931098322587438}",20,0,-69.32840842279222,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.7918932976447408}",30,5,-107.62348699683584,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",1
153,False,"{'a': 0.5, 'e': 0.7906786290477847}",25,0,-145.61815498991697,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.789465823605631}",20,0,-66.56825806991245,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.7882548784604254}",20,0,-106.60205936961067,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.7870457907586972}",20,7,6.6649745915141025,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.7858385576513526}",25,0,-171.99204238591483,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.784633176293668}",20,0,-156.75559253749321,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
159,False,"{'a': 0.5, 'e': 0.7834296438452834}",20,0,-132.07365182226454,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.7822279574701951}",25,0,-119.42677221004654,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.7810281143367502}",30,0,-102.4550713239489,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.7798301116176387}",25,0,-57.848430051391205,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.7786339464898874}",20,0,-67.61700066652602,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.7774396161348532}",20,0,-192.35474064560816,"{0: 6, 1: 5, 2: 4, 3: 3, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.7762471177382166}",30,0,-75.89479707208801,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.775056448489975}",30,0,-246.63952077528387,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
167,False,"{'a': 0.5, 'e': 0.7738676055844358}",25,0,-164.42183153307545,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.77268058622021}",20,9,-115.5221765095956,"{0: 4, 1: 0, 2: 4, 3: 2, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.7714953876002056}",25,0,-96.43415737520877,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.770312006931621}",30,0,-129.66650955877455,"{0: 15, 1: 8, 2: 5, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.7691304414259389}",25,0,-67.05274843377168,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.7679506882989183}",20,0,-91.28354917465091,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.7667727447705895}",20,0,-36.43694150857277,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.7655966080652472}",20,0,-126.6358569898243,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.764422275411443}",25,0,-136.78813456097373,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.76324974404198}",25,0,-115.45584038082237,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.7620790111939058}",30,0,-210.7050572861834,"{0: 16, 1: 0, 2: 9, 3: 3, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.760910074108506}",25,0,-105.27231407010738,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.7597429300312974}",25,0,-127.25098981981552,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.7585775762120227}",20,0,-123.08086062283964,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.7574140099046424}",35,0,-224.587709076807,"{0: 21, 1: 3, 2: 5, 3: 3, 4: 3}",0
182,False,"{'a': 0.5, 'e': 0.7562522283673292}",20,0,-49.54979112511842,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.7550922288624616}",20,0,-94.48041672901279,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.7539340086566174}",20,0,-108.30343630732527,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
